,LoanStatus,Source,ModifiedCreditScore,ModifiedBankruptcyScore,EmploymentStatus,EmployedMonths,TotalMonthlyIncome,PrimeMonthlyLiability,PrimeMonthlyRent,TotalMonthlyDebtBeforeLoan,VehicleYear,VehicleMake,VehicleMileage,isNewVehicle,TotalVehicleValue,AmountRequested,DownPayment,Loanterm,OccupancyStatus,OccupancyDuration,EstimatedMonthlyPayment,NumberOfOpenRevolvingAccounts,LTV,RequestType,DTI,MemberIndicator,CoApplicantIndicator
5405,Approved,GATEWAY,742,330,Employed,1,4291.67,806.56,0.0,806.56,2,NISSAN,5.0,Y,25260.0,19565.0,2000.0,72.0,BUYING,1,385.45,2.0,0.7745,CAR SALE,0.18794,N,N
5408,Approved,GATEWAY,721,181,Employed,48,10200.0,2589.0,0.0,2589.0,6,OTHERS,35426.0,N,16850.0,16847.0,1500.0,75.0,BUYING,36,262.12,7.0,0.9998,INDIRECT,0.25382,N,Y
5409,Approved,GATEWAY,702,325,Employed,24,2500.0,52.0,550.0,602.0,3,JEEP,36218.0,N,18425.0,17350.0,0.0,75.0,RENT,24,271.67,2.0,0.9416,INDIRECT,0.2408,N,N
5414,Approved,GATEWAY,725,350,Employed,120,8250.0,1304.0,0.0,1604.0,5,TOYOTA,41866.0,N,11475.0,14128.0,7366.0,75.0,OWN,120,211.31,5.0,1.2311,INDIRECT,0.19442,N,Y
5415,Declined,GATEWAY,647,353,Employed,24,6000.0,50.0,900.0,950.0,9,DODGE,116800.0,N,9275.0,11318.0,0.0,54.0,RENT,1,209.6,2.0,1.2202,INDIRECT,0.15833,N,N
5416,Approved,GATEWAY,764,324,Employed,120,5916.0,981.42,350.0,1731.42,7,VOLKSWAGEN,53683.0,N,12425.0,15781.0,0.0,66.0,RENT,13,259.63,6.0,1.2701,INDIRECT,0.29267,N,Y
5418,Declined,GATEWAY,728,323,Others,12,11800.0,7835.0,0.0,7835.0,2,JEEP,113.0,Y,24325.0,28149.0,2000.0,84.0,BUYING,41,335.11,13.0,1.1572,INDIRECT,0.66398,N,Y
5419,Approved,GATEWAY,813,337,Employed,180,2375.0,404.0,300.0,704.0,3,HYUNDAI,11.0,Y,20305.0,23826.0,1900.0,84.0,LIVEWITHPARENTS,180,358.43,4.0,1.1734,CAR SALE,0.29642,N,N
5421,Declined,GATEWAY,597,316,Employed,28,2064.0,100.0,1250.0,1350.0,8,FORD,67015.0,N,11800.0,12391.0,0.0,60.0,RENT,21,303.27,4.0,1.05,INDIRECT,0.65407,N,N
5423,Approved,GATEWAY,671,400,Employed,25,2853.0,50.0,300.0,350.0,2,MITSUBISHI,22.0,Y,16420.0,17749.0,1000.0,72.0,LIVEWITHPARENTS,25,258.15,2.0,1.0809,INDIRECT,0.12268,N,N
5425,Approved,GATEWAY,703,301,Employed,7,5200.0,1756.0,300.0,2056.0,6,CHRYSLER,62737.0,N,18775.0,20783.0,0.0,75.0,LIVEWITHPARENTS,24,389.5,11.0,1.1069,INDIRECT,0.39538,N,N
5431,Declined,GATEWAY,0,381,Employed,5,2473.0,25.0,300.0,325.0,13,FORD,75643.0,N,11850.0,9072.0,3000.0,48.0,RENT,12,251.65,1.0,0.7655,INDIRECT,0.13142,N,N
5432,Approved,LENDER,728,450,Employed,106,10781.0,3071.0,0.0,3071.0,7,FORD,87000.0,N,14525.0,7086.78,0.0,66.0,BUYING,152,120.39,9.0,0.4879,REFINANCE-PROMO,0.28485,Y,Y
5433,Declined,CONSUMER,606,47,Employed,233,4983.33,1346.0,0.0,1346.0,6,HONDA,0.0,N,23400.0,23400.0,0.0,48.0,BUYING,276,669.81,7.0,1.0,LEASE BUYOUT,0.2701,Y,N
5434,Approved,LENDER,715,354,Employed,3,4065.0,786.97,300.0,1386.97,4,NISSAN,13000.0,N,11075.0,12736.25,0.0,48.0,RENT,10,292.34,8.0,1.15,REFINANCE-PROMO,0.3412,Y,Y
5435,Declined,LENDER,0,363,Retired,300,983.0,300.0,0.0,300.0,8,HYUNDAI,42259.0,N,13175.0,3000.0,0.0,48.0,OWN,36,83.53,0.0,0.2277,TITLE LOAN,0.24415,Y,N
5439,Approved,LENDER,833,416,Employed,164,5997.33,1195.0,0.0,1195.0,0,UNDECIDED,0.0,Y,20902.6956131264,15000.0,0.0,66.0,OWN,324,258.87,5.0,0.9986677530706456,DEALER PURCHASE,0.19926,Y,N
5440,Declined,GATEWAY,0,312,Employed,48,3466.6667,0.0,400.0,400.0,7,OTHERS,66491.0,N,20875.0,19067.0,5000.0,72.0,RENT,29,325.93,0.0,0.9133,INDIRECT,0.11538,N,N
5441,Declined,GATEWAY,0,324,Employed,4,1700.0,0.0,0.0,0.0,7,ACURA,62581.0,N,17150.0,15056.0,0.0,72.0,LIVEWITHPARENTS,12,209.12,0.0,0.8779,INDIRECT,0.0,N,N
5443,Approved,GATEWAY,742,327,Employed,36,11166.66,2098.36,0.0,2098.36,4,JEEP,52270.0,N,27550.0,26203.0,0.0,72.0,BUYING,2,421.04,11.0,0.9511,INDIRECT,0.18791,N,Y
5446,Approved,LENDER,758,346,Employed,120,2759.0,79.0,500.0,579.0,3,TOYOTA,21900.0,N,20575.0,15500.0,0.0,72.0,RENT,12,244.49,5.0,0.7533,DEALER PURCHASE,0.20986,N,N
5450,Approved,LENDER,670,364,Employed,14,5905.04,1950.0,300.0,2250.0,8,TOYOTA,78347.0,N,8750.0,5000.0,0.0,48.0,LIVEWITHPARENTS,240,154.89,2.0,0.5714,TITLE LOAN,0.38103,Y,Y
5451,Approved,CONSUMER,735,360,Employed,216,13500.0,1085.0,0.0,1085.0,2,FORD,400.0,N,59205.0,25000.0,0.0,36.0,OWN,309,782.15,5.0,0.4222,REFINANCE-PROMO,0.08037,Y,Y
5457,Declined,GATEWAY,679,133,Employed,264,7200.0,2098.0,0.0,2098.0,2,RAM,25.0,Y,38645.0,51511.0,1500.0,84.0,BUYING,36,728.37,5.0,1.3329,INDIRECT,0.29139,N,N
5458,Approved,GATEWAY,734,371,Employed,120,3500.0,479.0,0.0,479.0,3,DODGE,20460.0,N,19250.0,13466.0,9000.0,75.0,OWN,216,211.8,4.0,0.6995,INDIRECT,0.13686,N,N
5461,Approved,GATEWAY,692,369,Employed,12,10000.0,25.0,1000.0,1025.0,5,OTHERS,39922.0,N,45750.0,23840.0,20000.0,72.0,RENT,24,386.48,2.0,0.521,INDIRECT,0.1025,N,N
5462,Declined,GATEWAY,700,326,Employed,30,2400.0,321.0,500.0,821.0,3,HYUNDAI,26.0,Y,19350.0,20234.0,500.0,84.0,RENT,24,314.67,2.0,1.0456,INDIRECT,0.34208,N,Y
5463,Declined,GATEWAY,623,317,Employed,18,1733.33,194.0,300.0,494.0,4,NISSAN,7.0,Y,19995.0,24729.0,2355.0,72.0,LIVEWITHPARENTS,5,450.0,0.0,1.2367,INDIRECT,0.285,N,N
5465,Declined,GATEWAY,621,173,Employed,42,14330.0,419.53,450.0,869.53,1,MAZDA,13.0,Y,24285.0,20506.0,359.0,75.0,RENT,3,273.42,7.0,0.8443,INDIRECT,0.06068,N,N
5473,Approved,GATEWAY,678,164,Employed,30,7083.33,1188.0,800.0,1988.0,3,JEEP,46581.0,N,14825.0,14121.0,1500.0,75.0,RENT,7,227.8,6.0,0.9525,CAR SALE,0.28066,N,N
5475,Declined,GATEWAY,560,151,Employed,42,5000.0,804.0,500.0,1304.0,11,OTHERS,11508.0,N,5575.0,8103.0,0.0,48.0,RENT,2,168.82,4.0,1.4534,INDIRECT,0.2608,N,N
5476,Approved,GATEWAY,793,484,Employed,48,2187.5,25.0,300.0,325.0,1,NISSAN,5.0,Y,20595.0,18048.0,500.0,75.0,LIVEWITHPARENTS,48,307.04,1.0,0.8763,CAR SALE,0.14857,N,N
5477,Declined,GATEWAY,760,133,Employed,108,10833.33,2629.0,0.0,2629.0,1,MERCEDES-BENZ,33.0,Y,69535.0,81798.0,5000.0,72.0,BUYING,120,1261.08,7.0,1.1763,INDIRECT,0.24268,N,N
5478,Approved,GATEWAY,750,379,Employed,27,17875.0,436.0,300.0,736.0,2,KIA,25.0,Y,30455.0,36114.0,1535.0,84.0,LIVEWITHPARENTS,30,485.22,6.0,1.1858,INDIRECT,0.04117,N,N
5479,Declined,GATEWAY,677,171,Employed,12,4583.33,687.0,500.0,1187.0,3,BUICK,3000.0,Y,24990.0,29489.0,1000.0,75.0,RENT,5,448.5,5.0,1.18,INDIRECT,0.25898,N,N
5480,Approved,GATEWAY,693,309,Employed,12,5297.0,1190.01,300.0,1490.01,5,LEXUS,1323.0,N,44875.0,49412.0,1000.0,75.0,RENT,3,754.28,3.0,1.1011,INDIRECT,0.28129,N,N
5481,Approved,GATEWAY,674,161,Others,0,3366.67,1294.0,0.0,1294.0,3,NISSAN,3951.0,N,22700.0,23168.0,0.0,84.0,BUYING,12,329.17,6.0,1.0206,CAR SALE,0.38436,N,N
5482,Approved,CONSUMER,661,325,Employed,226,4580.0,559.0,0.0,559.0,5,NISSAN,26316.0,N,17025.0,17259.15,0.0,48.0,BUYING,1,379.85,3.0,1.0137,REFINANCE-PROMO,0.12205,N,N
5487,Declined,GATEWAY,637,373,Employed,24,1768.0,0.0,300.0,300.0,3,TOYOTA,11286.0,N,17625.0,17517.0,1000.0,72.0,LIVEWITHPARENTS,144,310.8,1.0,0.9938,INDIRECT,0.16968,N,N
5492,Declined,GATEWAY,585,198,Employed,15,1650.0,736.58,300.0,1036.58,4,FORD,0.0,Y,20380.0,22212.0,0.0,72.0,LIVEWITHPARENTS,15,491.21,4.0,1.0898,INDIRECT,0.62823,Y,N
5493,Approved,GATEWAY,823,335,Employed,276,6580.0,1416.0,0.0,1416.0,3,RAM,15.0,Y,40285.0,26072.0,10000.0,66.0,BUYING,264,423.48,5.0,0.6471,INDIRECT,0.2152,N,N
5497,Declined,LENDER,0,491,Employed,12,2600.0,0.0,400.0,400.0,0,UNDECIDED,0.0,Y,20902.6956131264,15000.0,0.0,60.0,OTHER,12,356.08,1.0,0.9986677530706456,DEALER PURCHASE,0.15385,N,N
5498,Declined,GATEWAY,567,309,Employed,25,3565.58,308.0,0.0,308.0,3,NISSAN,7.0,Y,20902.6956131264,18862.0,0.0,72.0,LIVEWITHPARENTS,12,261.98,2.0,0.9986677530706456,CAR SALE,0.08638,N,Y
5505,Declined,GATEWAY,690,336,Employed,132,4416.67,2814.86,0.0,3114.86,3,MERCEDES-BENZ,10962.0,N,27275.0,23450.0,5000.0,72.0,BUYING,132,380.04,5.0,0.8597,INDIRECT,0.70525,N,Y
5509,Approved,LENDER,826,330,Employed,119,16458.33,3300.0,0.0,3300.0,4,UNDECIDED,0.0,Y,20902.6956131264,40000.0,0.0,60.0,BUYING,132,738.68,17.0,0.9986677530706456,DEALER PURCHASE,0.20051,Y,Y
5512,Declined,GATEWAY,664,189,Employed,13,4166.0,428.0,785.0,1213.0,6,SUBARU,89289.0,N,13925.0,16612.0,0.0,72.0,RENT,37,230.73,4.0,1.1929,INDIRECT,0.29117,N,N
5513,Declined,GATEWAY,661,408,Employed,16,3100.0,29.0,300.0,329.0,3,HONDA,24113.0,N,18500.0,20546.0,500.0,72.0,LIVEWITHPARENTS,36,285.37,1.0,1.1105,INDIRECT,0.10613,N,N
5514,Declined,GATEWAY,653,169,Employed,120,3968.0,2504.66,0.0,2504.66,4,KIA,16667.0,N,13475.0,14842.0,1000.0,75.0,BUYING,216,249.15,1.0,1.1014,INDIRECT,0.63121,N,N
5518,Declined,GATEWAY,734,189,Others,205,2600.0,1751.0,0.0,1751.0,2,MAZDA,41.0,Y,26135.0,22413.0,0.0,75.0,OTHER,49,345.63,6.0,0.8575,INDIRECT,0.67346,N,N
5525,Approved,GATEWAY,677,395,Employed,3,1916.67,35.0,401.0,436.0,3,HYUNDAI,16.0,Y,22655.0,20230.0,500.0,75.0,LIVEWITHPARENTS,24,364.81,1.0,0.8929,CAR SALE,0.22748,N,N
5527,Approved,GATEWAY,718,359,Employed,27,5080.0,77.0,650.0,727.0,2,DODGE,15038.0,N,35150.0,41377.0,1500.0,84.0,RENT,25,655.69,3.0,1.1771,INDIRECT,0.14311,N,N
5529,Approved,GATEWAY,743,319,Employed,240,7000.0,1804.63,0.0,1804.63,5,HONDA,24132.0,N,29775.0,30431.0,500.0,75.0,BUYING,39,463.22,10.0,1.022,INDIRECT,0.2578,Y,N
5531,Approved,LENDER,677,360,Employed,4,7541.67,1648.0,0.0,1648.0,4,UNDECIDED,0.0,Y,20902.6956131264,23000.0,0.0,72.0,BUYING,1,358.3,3.0,0.9986677530706456,DEALER PURCHASE,0.21852,N,Y
5532,Approved,LENDER,839,368,Others,302,5416.66,1910.0,0.0,1910.0,0,UNDECIDED,0.0,N,20902.6956131264,25000.0,0.0,75.0,BUYING,744,412.29,10.0,0.9986677530706456,DEALER PURCHASE,0.35262,Y,N
5533,Approved,GATEWAY,606,152,Employed,24,3333.33,100.0,500.0,600.0,4,TOYOTA,12.0,Y,20079.0,24926.0,0.0,75.0,RENT,24,423.55,3.0,1.2413,INDIRECT,0.18,N,N
5536,Declined,GATEWAY,712,338,Employed,24,3800.0,901.0,430.0,3331.0,3,TOYOTA,12868.0,N,17100.0,14634.0,1500.0,72.0,RENT,26,235.12,4.0,0.8557,INDIRECT,0.87658,N,Y
5537,Declined,GATEWAY,534,162,Employed,3,6933.33,444.49,0.0,444.49,5,TOYOTA,102730.0,N,12450.0,12000.0,1000.0,60.0,LIVEWITHPARENTS,3,200.0,0.0,0.9638,INDIRECT,0.06411,N,N
5541,Declined,GATEWAY,680,350,Employed,36,6040.0,367.0,300.0,667.0,4,TOYOTA,43918.0,N,23450.0,24871.0,3000.0,72.0,LIVEWITHPARENTS,36,398.96,2.0,1.0605,INDIRECT,0.11043,N,Y
5550,Approved,GATEWAY,816,334,Retired,0,3658.33,244.0,300.0,544.0,4,NISSAN,5.0,Y,18630.0,23346.0,2126.0,84.0,OTHER,300,355.87,10.0,1.2531,INDIRECT,0.1487,N,N
5554,Approved,GATEWAY,655,184,Employed,132,4980.0,970.0,600.0,1570.0,2,MITSUBISHI,12.0,Y,24845.0,30009.0,0.0,75.0,RENT,24,478.56,5.0,1.2078,INDIRECT,0.31526,N,N
5555,Declined,GATEWAY,831,378,Employed,444,7500.0,3129.38,0.0,3129.38,2,CHEVROLET,298.0,Y,24165.0,28648.0,1000.0,72.0,BUYING,36,434.36,6.0,1.1855,INDIRECT,0.41725,N,Y
5556,Approved,GATEWAY,647,335,Employed,10,3850.0,409.0,300.0,709.0,5,CHEVROLET,56815.0,N,15325.0,14160.0,1000.0,72.0,OTHER,13,243.52,1.0,0.9239,INDIRECT,0.18416,N,Y
5559,Approved,LENDER,659,347,Employed,156,2570.67,50.0,300.0,350.0,4,TOYOTA,44991.0,N,18475.0,12932.5,0.0,69.0,RENT,36,222.29,2.0,0.7,DEALER PURCHASE,0.13615,N,N
5560,Declined,GATEWAY,563,185,Employed,26,4400.0,0.0,450.0,450.0,3,MITSUBISHI,6.0,Y,21690.0,20587.0,0.0,72.0,RENT,27,285.94,0.0,0.9491,INDIRECT,0.10227,N,N
5561,Declined,GATEWAY,624,165,Retired,0,3216.67,469.0,0.0,469.0,4,MAZDA,34094.0,N,15975.0,16943.0,1000.0,72.0,OWN,15,315.04,7.0,1.0605,CAR SALE,0.1458,N,N
5564,Declined,GATEWAY,686,331,Employed,8,7613.33,675.0,850.0,1525.0,4,KIA,27630.0,N,12300.0,13455.0,0.0,72.0,RENT,24,186.88,2.0,1.0939,INDIRECT,0.20031,N,Y
5565,Declined,GATEWAY,667,350,Employed,24,3436.0,525.0,300.0,1125.0,3,HYUNDAI,38354.0,N,16050.0,15521.0,1000.0,72.0,RENT,12,215.57,5.0,0.967,CAR SALE,0.32742,N,Y
5567,Declined,LENDER,602,172,Employed,6,6933.33,1284.0,575.0,1859.0,8,FORD,80000.0,N,44150.0,33991.0,0.0,75.0,RENT,24,726.85,7.0,0.7698,DEALER PURCHASE,0.26813,Y,N
5568,Declined,CONSUMER,599,303,Employed,12,5500.0,2119.97,500.0,2619.97,0,UNDECIDED,0.0,Y,20000.0,19500.0,500.0,75.0,RENT,16,416.92,1.0,0.975,DEALER PURCHASE,0.47636,Y,Y
5569,Declined,GATEWAY,577,143,Employed,9,2500.0,523.0,0.0,523.0,4,FORD,61027.0,N,14350.0,18158.0,500.0,72.0,LIVEWITHPARENTS,37,252.2,5.0,1.2653,INDIRECT,0.2092,N,N
5570,Approved,LENDER,751,363,Employed,36,9640.96,964.0,0.0,964.0,4,UNDECIDED,0.0,Y,20902.6956131264,10000.0,0.0,60.0,BUYING,0,179.6,8.0,0.9986677530706456,PRIVATE PARTY,0.09999,N,Y
5574,Approved,GATEWAY,0,339,Employed,36,4200.0,0.0,700.0,1000.0,5,MAZDA,27752.0,N,14250.0,13532.0,1500.0,72.0,RENT,5,291.66,0.0,0.9496,INDIRECT,0.2381,Y,Y
5575,Approved,GATEWAY,833,374,Employed,288,5700.0,1890.23,0.0,1890.23,7,DODGE,50129.0,N,13475.0,14846.0,0.0,66.0,BUYING,269,289.99,4.0,1.1017,INDIRECT,0.33162,Y,Y
5576,Approved,GATEWAY,630,301,Employed,20,2058.0,166.0,300.0,466.0,5,DODGE,31462.0,N,12225.0,11625.0,2000.0,75.0,LIVEWITHPARENTS,12,199.53,8.0,0.9509,CAR SALE,0.22643,N,N
5579,Approved,GATEWAY,757,472,Others,480,14466.66,1690.0,0.0,1990.0,3,VOLKSWAGEN,15.0,Y,31860.0,25092.0,5000.0,84.0,BUYING,288,340.6,6.0,0.7875,INDIRECT,0.13756,N,Y
5581,Declined,LENDER,720,439,Employed,14,2100.0,52.0,400.0,452.0,0,UNDECIDED,0.0,Y,20902.6956131264,11000.0,0.0,75.0,RENT,9,170.23,2.0,0.9986677530706456,DEALER PURCHASE,0.21524,N,N
5582,Approved,GATEWAY,694,367,Employed,7,2645.0,87.0,300.0,387.0,1,CHEVROLET,11.0,Y,20480.0,15982.0,2000.0,75.0,RENT,15,256.72,0.0,0.7803,INDIRECT,0.14631,N,N
5583,Approved,GATEWAY,706,312,Employed,36,2838.0,584.0,0.0,584.0,11,HONDA,67979.0,N,15825.0,16715.0,1500.0,36.0,BUYING,14,499.34,0.0,1.0562,INDIRECT,0.20578,N,N
5587,Approved,GATEWAY,653,343,Employed,24,4980.0,240.0,300.0,540.0,3,FORD,102.0,Y,39605.0,35505.0,0.0,75.0,LIVEWITHPARENTS,24,328.41,3.0,0.8964,INDIRECT,0.10843,N,N
5588,Approved,GATEWAY,754,315,Employed,324,3850.0,1222.0,0.0,1222.0,1,NISSAN,12.0,Y,27430.0,32608.0,1000.0,84.0,BUYING,204,445.98,3.0,1.1887,INDIRECT,0.3174,N,N
5589,Approved,LENDER,680,309,Employed,15,4166.67,53.0,500.0,553.0,6,INFINITI,50321.0,N,20225.0,21300.63,0.0,60.0,RENT,3,404.69,5.0,1.0531,REFINANCE-PROMO,0.13272,N,N
5590,Declined,LENDER,464,347,Employed,1,6287.0,417.0,300.0,1217.0,0,UNDECIDED,0.0,Y,20902.6956131264,15000.0,0.0,66.0,LIVEWITHPARENTS,36,354.97,0.0,0.9986677530706456,DEALER PURCHASE,0.19357,N,Y
5592,Approved,CONSUMER,837,315,Others,132,8000.0,2428.8,0.0,2428.8,3,HONDA,5.0,Y,23700.0,18000.0,2000.0,60.0,BUYING,228,360.98,6.0,0.7594,DEALER PURCHASE,0.3036,Y,N
5593,Approved,CONSUMER,740,353,Employed,12,6416.67,966.64,300.0,1766.64,4,CHEVROLET,44688.0,N,18500.0,18634.94,0.0,66.0,LIVEWITHPARENTS,123,320.35,12.0,1.0072,DEALER PURCHASE,0.27532,N,Y
5594,Declined,GATEWAY,621,430,Employed,49,7637.0,162.0,0.0,162.0,3,MAZDA,41.0,Y,23870.0,20335.0,4000.0,78.0,OTHER,25,260.71,5.0,0.8519,INDIRECT,0.02121,N,Y
5597,Declined,GATEWAY,695,301,Employed,384,4333.33,1241.0,0.0,1241.0,8,HYUNDAI,86573.0,N,9850.0,11327.0,0.0,75.0,BUYING,216,151.03,8.0,1.1499,INDIRECT,0.28638,N,N
5598,Declined,CONSUMER,727,432,Employed,48,2300.0,50.0,735.0,785.0,4,NISSAN,39380.0,N,9000.0,9000.0,0.0,48.0,RENT,12,187.5,4.0,1.0,REFINANCE,0.3413,N,N
5600,Approved,GATEWAY,637,339,Employed,28,8166.66,2485.0,0.0,2485.0,3,VOLKSWAGEN,8944.0,N,14725.0,14930.0,0.0,48.0,BUYING,3,310.88,5.0,1.0139,INDIRECT,0.30429,Y,Y
5604,Approved,GATEWAY,681,331,Employed,312,4633.33,252.0,450.0,702.0,3,NISSAN,6904.0,N,22525.0,25951.0,0.0,84.0,RENT,24,405.23,7.0,1.152,CAR SALE,0.15151,N,N
5606,Approved,LENDER,696,464,Employed,20,1646.67,30.0,300.0,330.0,10,BMW,98000.0,N,18550.0,13337.5,0.0,66.0,LIVEWITHPARENTS,240,240.84,2.0,0.719,PRIVATE PARTY,0.2004,Y,N
5609,Approved,LENDER,793,347,Employed,216,4500.0,662.0,0.0,662.0,0,UNDECIDED,0.0,N,20902.6956131264,16000.0,0.0,75.0,BUYING,120,281.92,11.0,0.9986677530706456,DEALER PURCHASE,0.14711,Y,N
5610,Approved,GATEWAY,764,341,Employed,252,7900.0,2318.0,0.0,2318.0,8,FORD,98469.0,N,10000.0,7323.0,3000.0,60.0,BUYING,168,131.72,5.0,0.7323,INDIRECT,0.29342,N,Y
5611,Approved,GATEWAY,804,484,Employed,18,2800.0,97.0,300.0,397.0,6,HONDA,23974.0,N,17850.0,10219.0,8000.0,60.0,LIVEWITHPARENTS,240,187.34,6.0,0.5724,INDIRECT,0.14179,N,N
5613,Approved,LENDER,620,310,Others,120,3500.0,619.0,0.0,619.0,0,UNDECIDED,0.0,Y,20902.6956131264,20000.0,0.0,48.0,BUYING,192,442.4,0.0,0.9986677530706456,DEALER PURCHASE,0.17686,Y,N
5614,Approved,CONSUMER,709,118,Employed,186,8427.0,3209.0,0.0,3209.0,5,HONDA,44000.0,N,15500.0,15300.0,0.0,75.0,BUYING,36,271.42,4.0,0.987,LEASE BUYOUT,0.3808,Y,N
5616,Approved,LENDER,673,424,Employed,36,5620.0,530.0,0.0,530.0,5,FORD,13000.0,N,24300.0,11000.0,0.0,75.0,OWN,204,170.22,1.0,0.4526,DEALER PURCHASE,0.09431,Y,N
5617,Declined,GATEWAY,671,324,Others,30,2146.67,357.31,0.0,837.31,5,HONDA,20494.0,N,15550.0,16876.0,0.0,63.0,LIVEWITHPARENTS,5,267.88,5.0,1.0852,INDIRECT,0.39005,N,Y
5618,Approved,GATEWAY,816,341,Employed,384,14583.33,2820.4,0.0,2820.4,1,JEEP,13.0,Y,25315.0,20719.0,12500.0,72.0,BUYING,48,323.74,1.0,0.8184,INDIRECT,0.1934,N,N
5619,Declined,GATEWAY,558,311,Retired,144,3000.0,109.0,0.0,109.0,3,NISSAN,40478.0,N,15745.0,14955.0,1000.0,72.0,OWN,588,207.71,3.0,0.9498,INDIRECT,0.03633,N,N
5626,Approved,GATEWAY,766,469,Employed,8,4167.0,216.39,800.0,1016.39,5,DODGE,65574.0,N,13875.0,13500.0,1500.0,72.0,RENT,9,254.9,1.0,0.9729,INDIRECT,0.24391,N,N
5627,Declined,GATEWAY,645,400,Employed,17,2426.67,110.0,1100.0,1210.0,8,CHEVROLET,24381.0,N,11525.0,14399.0,1000.0,72.0,RENT,24,177.14,2.0,1.2493,INDIRECT,0.49863,N,N
5628,Declined,GATEWAY,597,177,Employed,2,2160.0,555.14,300.0,855.14,15,MAZDA,102330.0,N,6150.0,6614.0,500.0,48.0,RENT,25,190.3,2.0,1.0754,INDIRECT,0.3959,N,N
5631,Approved,GATEWAY,692,436,Employed,216,8875.0,2213.2,0.0,2513.2,3,HYUNDAI,10.0,Y,22635.0,20219.0,3000.0,84.0,BUYING,168,299.81,9.0,0.8932,CAR SALE,0.28318,N,Y
5633,Approved,LENDER,731,353,Employed,240,4040.0,862.74,0.0,862.74,5,TOYOTA,38500.0,N,15100.0,15080.8,0.0,66.0,OWN,24,244.99,11.0,0.9987,REFINANCE,0.21355,Y,Y
5635,Declined,GATEWAY,598,341,Retired,120,6750.0,503.0,0.0,503.0,2,CHEVROLET,9.0,Y,41430.0,37660.0,1000.0,72.0,OWN,588,700.27,4.0,0.909,INDIRECT,0.07452,N,Y
5636,Approved,GATEWAY,762,317,Employed,24,3000.0,85.76,460.0,545.76,3,MAZDA,4.0,Y,26115.0,27520.0,3400.0,84.0,RENT,24,428.98,2.0,1.0538,INDIRECT,0.18192,N,N
5637,Declined,GATEWAY,710,311,Employed,30,6666.67,175.0,0.0,175.0,12,TOYOTA,94704.0,N,25450.0,21288.0,5500.0,75.0,OWN,120,316.79,11.0,0.8364,INDIRECT,0.02625,N,N
5643,Approved,GATEWAY,704,310,Employed,36,11166.67,3559.96,0.0,3559.96,6,CHEVROLET,85447.0,N,15175.0,14009.0,0.0,66.0,BUYING,168,251.35,2.0,0.9231,INDIRECT,0.3188,Y,Y
5650,Approved,GATEWAY,726,406,Employed,6,2880.0,184.31,300.0,484.31,3,HONDA,7.0,Y,21685.0,19962.0,1000.0,72.0,OTHER,10,314.22,1.0,0.9205,INDIRECT,0.16816,N,N
5652,Approved,CONSUMER,842,319,Employed,118,5200.0,1410.0,0.0,1410.0,4,FORD,35887.0,N,13975.0,12000.0,3000.0,60.0,BUYING,106,220.78,6.0,0.8586,DEALER PURCHASE,0.27115,Y,N
5654,Approved,GATEWAY,798,455,Retired,0,5583.33,923.0,0.0,923.0,6,INFINITI,34902.0,N,23725.0,21400.0,0.0,72.0,OWN,552,329.16,6.0,0.902,INDIRECT,0.16531,N,Y
5656,Approved,GATEWAY,665,379,Employed,14,8400.0,1912.0,0.0,1912.0,3,MAZDA,10.0,Y,23870.0,28575.0,0.0,75.0,BUYING,1,449.92,7.0,1.1971,INDIRECT,0.22762,N,Y
5657,Approved,GATEWAY,715,361,Employed,24,5833.33,1454.0,0.0,1454.0,5,CHEVROLET,17350.0,N,19925.0,18358.0,3000.0,72.0,BUYING,3,294.57,2.0,0.9213,INDIRECT,0.24926,N,Y
5658,Declined,GATEWAY,721,329,Employed,14,5517.0,592.0,250.0,1042.0,13,FORD,86503.0,N,11800.0,9039.0,2000.0,60.0,LIVEWITHPARENTS,16,150.65,1.0,0.766,INDIRECT,0.18887,N,Y
5660,Declined,GATEWAY,672,347,Employed,132,7050.0,765.0,500.0,1265.0,4,MAZDA,40535.0,N,16775.0,18587.0,1500.0,75.0,RENT,24,286.6,1.0,1.108,INDIRECT,0.17943,N,Y
5661,Approved,LENDER,724,399,Employed,152,6666.67,109.0,800.0,909.0,7,CHEVROLET,35646.0,N,25425.0,18500.0,0.0,66.0,RENT,30,306.8,1.0,0.7276,REFINANCE-PROMO,0.13635,Y,N
5663,Declined,GATEWAY,648,195,Employed,313,4800.0,1049.0,875.0,1924.0,5,RAM,23552.0,N,31550.0,27804.0,0.0,72.0,RENT,48,460.59,4.0,0.8812,INDIRECT,0.40083,N,N
5664,Declined,GATEWAY,634,342,Employed,120,2150.0,439.0,0.0,439.0,2,HYUNDAI,39716.0,N,20350.0,18793.0,500.0,72.0,OWN,180,261.02,0.0,0.9234,INDIRECT,0.20419,N,N
5670,Declined,GATEWAY,645,54,Employed,396,8500.0,2213.0,1300.0,3513.0,3,HONDA,11283.0,N,19875.0,26799.0,0.0,72.0,RENT,10,372.21,12.0,1.3483,INDIRECT,0.41329,N,N
5673,Declined,GATEWAY,0,313,Employed,6,2200.0,0.0,0.0,0.0,4,CHRYSLER,76096.0,N,10950.0,8762.0,3600.0,72.0,LIVEWITHPARENTS,168,121.7,0.0,0.8001,INDIRECT,0.0,N,N
