,LoanStatus,Source,ModifiedCreditScore,ModifiedBankruptcyScore,EmploymentStatus,EmployedMonths,TotalMonthlyIncome,PrimeMonthlyLiability,PrimeMonthlyRent,TotalMonthlyDebtBeforeLoan,VehicleYear,VehicleMake,VehicleMileage,isNewVehicle,TotalVehicleValue,AmountRequested,DownPayment,Loanterm,OccupancyStatus,OccupancyDuration,EstimatedMonthlyPayment,NumberOfOpenRevolvingAccounts,LTV,RequestType,DTI,MemberIndicator,CoApplicantIndicator
5121,Declined,GATEWAY,668,392,Employed,24,3052.0,495.25,300.0,1095.25,9,KIA,86299.0,N,7625.0,8861.0,1000.0,66.0,LIVEWITHPARENTS,24,151.11,3.0,1.162,INDIRECT,0.35886,N,Y
5125,Approved,GATEWAY,642,395,Others,240,3366.67,79.0,500.0,879.0,6,HONDA,38007.0,N,13225.0,13675.0,2000.0,72.0,RENT,24,238.75,4.0,1.034,INDIRECT,0.26109,N,Y
5128,Approved,LENDER,742,377,Employed,1,7626.67,1344.0,300.0,1944.0,0,UNDECIDED,0.0,N,20902.6956131264,30000.0,0.0,84.0,LIVEWITHPARENTS,24,418.01,5.0,0.9986677530706456,DEALER PURCHASE,0.25489,Y,Y
5132,Declined,GATEWAY,702,353,Employed,18,2570.0,44.0,400.0,744.0,6,HYUNDAI,50221.0,N,12200.0,13332.0,500.0,72.0,RENT,18,205.81,2.0,1.0927,INDIRECT,0.28949,N,Y
5133,Declined,LENDER,0,347,Employed,12,1560.0,0.0,300.0,300.0,4,UNDECIDED,0.0,N,20902.6956131264,20000.0,0.0,75.0,OTHER,12,426.27,0.0,0.9986677530706456,DEALER PURCHASE,0.19231,N,N
5139,Approved,GATEWAY,672,311,Employed,120,3500.0,1155.8,0.0,1155.8,5,HYUNDAI,38780.0,N,16625.0,16116.0,1800.0,75.0,OTHER,180,257.8,4.0,0.9693,CAR SALE,0.33023,Y,N
5143,Declined,LENDER,544,159,Employed,204,3594.0,563.58,840.0,1403.58,5,TOYOTA,27650.0,N,15350.0,17950.0,0.0,51.0,RENT,12,372.99,4.0,1.1693,REFINANCE,0.39053,N,N
5145,Declined,LENDER,775,379,Others,15,5791.67,3657.92,725.0,4382.92,4,UNDECIDED,0.0,Y,20902.6956131264,28000.0,0.0,75.0,RENT,48,492.13,7.0,0.9986677530706456,DEALER PURCHASE,0.7913,Y,N
5146,Declined,CONSUMER,615,152,Employed,12,4475.0,338.0,850.0,1188.0,4,UNDECIDED,0.0,Y,28000.0,27000.0,1000.0,36.0,RENT,48,962.15,5.0,0.9642,DEALER PURCHASE,0.26547,Y,N
5147,Declined,GATEWAY,632,176,Employed,12,3980.0,1407.0,300.0,1707.0,2,TOYOTA,15.0,Y,31585.0,36586.0,1000.0,75.0,RENT,3,603.48,5.0,1.1583,INDIRECT,0.42889,N,N
5149,Approved,LENDER,766,186,Employed,2,11000.0,3832.0,0.0,3832.0,5,MERCEDES-BENZ,29000.0,N,39725.0,38000.0,0.0,66.0,BUYING,24,614.36,5.0,0.9565,REFINANCE-PROMO,0.34836,Y,N
5151,Declined,GATEWAY,740,341,Employed,10,1800.0,0.0,300.0,300.0,5,HONDA,35652.0,N,17028.0,16316.0,3000.0,72.0,LIVEWITHPARENTS,228,260.95,0.0,0.9581,INDIRECT,0.16667,N,N
5152,Declined,GATEWAY,605,179,Employed,120,8000.0,926.0,0.0,926.0,2,RAM,25.0,Y,60345.0,53000.0,10000.0,84.0,BUYING,48,630.96,2.0,0.8782,INDIRECT,0.11575,N,N
5154,Declined,CONSUMER,670,165,Employed,32,7900.0,2422.0,0.0,2422.0,2,TOYOTA,25260.0,N,32075.0,30500.0,0.0,84.0,BUYING,6,363.1,4.0,0.9508,REFINANCE,0.30658,N,N
5157,Declined,LENDER,548,156,Employed,12,4650.0,438.62,750.0,1188.62,0,UNDECIDED,0.0,Y,20902.6956131264,15000.0,0.0,66.0,RENT,2,368.11,0.0,0.9986677530706456,DEALER PURCHASE,0.25562,N,N
5159,Declined,GATEWAY,594,193,Employed,36,6000.0,450.0,500.0,950.0,2,NISSAN,7.0,Y,20902.6956131264,29800.0,1500.0,72.0,RENT,30,413.89,1.0,0.9986677530706456,INDIRECT,0.15833,N,N
5160,Declined,GATEWAY,666,423,Employed,8,1900.0,43.0,309.0,352.0,5,FORD,10305.0,N,11900.0,13718.0,0.0,60.0,RENT,13,258.79,1.0,1.1527,INDIRECT,0.18526,N,N
5162,Approved,GATEWAY,817,312,Employed,36,10833.33,2577.0,0.0,2577.0,1,CHEVROLET,9.0,Y,56915.0,64874.0,2000.0,84.0,BUYING,144,869.93,3.0,1.1398,INDIRECT,0.23788,Y,N
5163,Declined,GATEWAY,764,305,Employed,12,2700.0,782.0,530.0,1312.0,4,HONDA,3035.0,N,18150.0,12095.0,3000.0,75.0,RENT,12,179.98,1.0,0.6663,INDIRECT,0.48593,N,N
5168,Declined,GATEWAY,0,0,Employed,300,4800.0,1000.0,0.0,1000.0,3,JEEP,25.0,Y,24765.0,26376.0,1000.0,84.0,BUYING,120,314.0,0.0,1.065,INDIRECT,0.20833,N,N
5169,Approved,GATEWAY,748,316,Employed,22,14166.67,4279.0,0.0,4279.0,4,NISSAN,46112.0,N,20500.0,20759.0,0.0,72.0,BUYING,273,330.06,11.0,1.0126,INDIRECT,0.30205,Y,Y
5171,Declined,LENDER,489,192,Employed,120,2541.67,385.0,659.0,1044.0,9,DODGE,33000.0,N,13275.0,15000.0,0.0,48.0,RENT,48,330.15,1.0,1.1299,DEALER PURCHASE,0.41075,N,N
5173,Approved,GATEWAY,685,410,Employed,276,5958.34,589.0,0.0,989.0,5,HYUNDAI,33400.0,N,13400.0,15775.0,0.0,72.0,BUYING,144,312.65,7.0,1.1772,CAR SALE,0.16599,N,Y
5174,Approved,GATEWAY,741,304,Employed,168,8750.0,85.0,300.0,385.0,1,OTHERS,80.0,Y,56395.0,46700.0,9000.0,84.0,LIVEWITHPARENTS,36,685.06,11.0,0.828,INDIRECT,0.044,N,N
5179,Approved,GATEWAY,807,431,Employed,504,7833.0,1638.0,0.0,1938.0,4,TOYOTA,20261.0,N,23450.0,19320.0,2000.0,75.0,OWN,108,291.58,27.0,0.8238,INDIRECT,0.24741,N,Y
5181,Approved,GATEWAY,828,301,Employed,132,10000.0,2850.0,0.0,2850.0,2,JEEP,17379.0,N,37775.0,28840.0,3000.0,75.0,OWN,24,437.32,3.0,0.7634,INDIRECT,0.285,N,N
5183,Approved,GATEWAY,848,358,Employed,114,5362.5,1103.0,0.0,1103.0,5,OTHERS,60644.0,N,26050.0,21528.0,2000.0,75.0,BUYING,120,334.0,4.0,0.8264,INDIRECT,0.20569,N,Y
5185,Declined,GATEWAY,661,422,Employed,9,2200.0,15.0,1140.0,1155.0,2,HONDA,15291.0,N,18300.0,17394.0,1000.0,72.0,RENT,2,241.59,1.0,0.9504,INDIRECT,0.525,N,N
5186,Approved,GATEWAY,789,314,Employed,36,3416.67,1542.0,0.0,1542.0,3,HYUNDAI,42153.0,N,13625.0,13565.0,0.0,75.0,BUYING,6,240.18,3.0,0.9955,INDIRECT,0.45132,N,N
5187,Approved,GATEWAY,799,347,Employed,24,10000.0,224.0,1700.0,1924.0,2,FORD,13.0,Y,24950.0,21127.0,0.0,72.0,RENT,28,279.68,6.0,0.8467,INDIRECT,0.1924,N,N
5188,Approved,GATEWAY,680,394,Employed,12,3333.33,508.0,0.0,508.0,3,NISSAN,10.0,Y,26345.0,10149.0,13400.0,60.0,OWN,48,181.4,3.0,0.3852,INDIRECT,0.1524,N,N
5194,Approved,GATEWAY,721,484,Employed,1,4816.67,1658.0,300.0,1958.0,7,HONDA,40871.0,N,12275.0,7909.0,5000.0,60.0,LIVEWITHPARENTS,168,141.36,14.0,0.6443,INDIRECT,0.4065,N,Y
5196,Declined,GATEWAY,605,176,Employed,48,5189.0,545.0,300.0,845.0,3,KIA,7.0,Y,21020.0,25198.0,0.0,72.0,LIVEWITHPARENTS,38,465.28,1.0,1.1987,INDIRECT,0.16284,N,N
5199,Declined,GATEWAY,671,328,Employed,49,3300.0,1512.0,0.0,1512.0,3,BUICK,11.0,Y,25385.0,16564.0,5000.0,72.0,BUYING,145,260.74,20.0,0.6525,INDIRECT,0.45818,N,N
5200,Declined,GATEWAY,623,130,Employed,24,15700.0,2502.0,0.0,2502.0,2,CHRYSLER,24.0,Y,36260.0,35874.0,0.0,75.0,LIVEWITHPARENTS,8,478.32,12.0,0.9893,INDIRECT,0.15936,N,Y
5201,Approved,GATEWAY,680,301,Employed,49,2000.0,161.0,300.0,461.0,2,FORD,2210.0,N,28905.0,23590.0,0.0,72.0,LIVEWITHPARENTS,157,371.3,7.0,0.8161,INDIRECT,0.2305,Y,N
5202,Declined,GATEWAY,580,122,Employed,24,3000.0,1749.19,550.0,2299.19,7,VOLKSWAGEN,63539.0,N,17400.0,18757.0,0.0,72.0,RENT,4,414.68,1.0,1.0779,INDIRECT,0.7664,N,N
5203,Declined,GATEWAY,612,140,Employed,24,3200.0,365.0,625.0,990.0,2,FORD,5.0,Y,18745.0,20639.0,500.0,72.0,RENT,24,388.13,3.0,1.101,INDIRECT,0.30938,N,N
5205,Declined,GATEWAY,0,321,Employed,6,4000.0,0.0,874.0,874.0,7,NISSAN,60500.0,N,12150.0,13186.0,1500.0,60.0,RENT,5,219.77,0.0,1.0852,INDIRECT,0.2185,N,N
5206,Declined,GATEWAY,712,179,Employed,42,5020.0,2784.2,0.0,2784.2,5,NISSAN,58045.0,N,21575.0,21886.0,0.0,72.0,BUYING,6,372.63,5.0,1.0144,INDIRECT,0.55462,N,N
5208,Approved,GATEWAY,667,316,Retired,0,6108.34,1458.0,0.0,1458.0,3,NISSAN,48052.0,N,19775.0,18579.0,2500.0,75.0,OWN,468,354.08,10.0,0.9395,CAR SALE,0.23869,N,Y
5211,Approved,GATEWAY,746,444,Employed,168,6800.0,1455.0,0.0,1755.0,2,CHEVROLET,4500.0,Y,30830.0,25598.0,250.0,72.0,BUYING,120,394.65,5.0,0.8302,INDIRECT,0.25809,N,Y
5212,Approved,GATEWAY,842,369,Employed,108,10000.0,2042.4,0.0,2042.4,3,FORD,3.0,Y,48520.0,40774.0,0.0,72.0,BUYING,216,629.39,4.0,0.8403,INDIRECT,0.20424,Y,N
5214,Declined,GATEWAY,739,458,Employed,6,1400.0,25.0,325.0,350.0,10,MITSUBISHI,51086.0,N,7950.0,7285.0,0.0,48.0,RENT,36,151.78,6.0,0.9163,INDIRECT,0.25,N,N
5215,Declined,LENDER,664,339,Employed,1,3680.0,86.0,770.0,856.0,0,UNDECIDED,0.0,Y,20902.6956131264,8000.0,0.0,48.0,RENT,0,195.81,1.0,0.9986677530706456,DEALER PURCHASE,0.23261,N,N
5217,Declined,GATEWAY,624,301,Employed,36,2433.33,254.93,425.0,1104.93,5,TOYOTA,51362.0,N,15475.0,16137.0,0.0,72.0,RENT,36,224.13,1.0,1.0427,INDIRECT,0.45408,N,Y
5218,Approved,GATEWAY,777,442,Retired,36,2083.33,21.0,300.0,321.0,4,NISSAN,55198.0,N,17700.0,18085.0,1000.0,84.0,LIVEWITHPARENTS,108,286.87,5.0,1.0217,INDIRECT,0.15408,N,N
5221,Approved,LENDER,750,412,Employed,108,6363.33,2487.0,0.0,2487.0,5,HONDA,49491.0,N,30775.0,29979.72,0.0,84.0,BUYING,348,425.64,8.0,0.9741,DEALER PURCHASE,0.39083,N,Y
5222,Approved,GATEWAY,681,355,Employed,4,1800.0,25.0,600.0,625.0,7,KIA,40300.0,N,9900.0,9877.0,2000.0,60.0,RENT,12,218.54,4.0,0.9976,INDIRECT,0.34722,N,N
5228,Approved,GATEWAY,640,382,Employed,48,3100.0,50.0,300.0,350.0,5,MERCEDES-BENZ,22560.0,N,24700.0,21000.0,2000.0,72.0,LIVEWITHPARENTS,24,371.98,3.0,0.8502,INDIRECT,0.1129,N,N
5230,Declined,LENDER,0,328,Employed,156,2100.0,10.0,1000.0,1010.0,4,TOYOTA,53000.0,N,11875.0,14000.0,0.0,72.0,RENT,12,202.8,0.0,1.1789,PRIVATE PARTY,0.48095,N,N
5232,Approved,LENDER,839,425,Employed,240,4500.0,913.53,0.0,913.53,6,CHEVROLET,35000.0,N,21950.0,14904.66,0.0,36.0,OWN,240,427.21,4.0,0.679,REFINANCE-PROMO,0.20301,N,N
5235,Declined,GATEWAY,731,333,Employed,12,4200.0,1409.0,0.0,1409.0,17,CHEVROLET,136358.0,N,8225.0,8410.0,0.0,48.0,BUYING,168,175.21,6.0,1.0224,INDIRECT,0.33548,N,Y
5237,Approved,GATEWAY,690,159,Retired,192,6000.0,2546.0,0.0,2546.0,8,RAM,79327.0,N,17525.0,21382.0,500.0,66.0,BUYING,252,357.01,10.0,1.22,INDIRECT,0.42433,N,N
5240,Approved,GATEWAY,705,323,Employed,36,4500.0,25.0,300.0,325.0,2,FORD,18706.0,N,20750.0,26154.0,500.0,84.0,LIVEWITHPARENTS,36,339.72,3.0,1.2604,INDIRECT,0.07222,N,N
5242,Declined,GATEWAY,614,192,Employed,12,5800.0,1531.81,750.0,2281.81,3,CHEVROLET,20.0,Y,21195.0,17248.0,1000.0,75.0,RENT,12,313.3,4.0,0.8137,CAR SALE,0.39342,N,Y
5246,Declined,GATEWAY,616,401,Employed,24,2729.0,276.0,0.0,676.0,2,HYUNDAI,2.0,Y,20060.0,19596.0,1500.0,72.0,RENT,4,272.17,2.0,0.9768,INDIRECT,0.24771,N,Y
5251,Declined,CONSUMER,717,311,Employed,8,7100.0,2039.8,300.0,2339.8,6,HONDA,23593.0,N,15000.0,11000.0,4000.0,75.0,LIVEWITHPARENTS,135,177.26,4.0,0.7333,DEALER PURCHASE,0.32955,Y,Y
5257,Approved,LENDER,741,312,Employed,21,3018.94,1452.0,0.0,1452.0,7,KIA,80980.0,N,9750.0,7867.84,0.0,48.0,BUYING,12,174.28,15.0,0.8069,DEALER PURCHASE,0.48096,N,Y
5259,Approved,GATEWAY,689,345,Employed,324,5850.0,496.0,500.0,996.0,4,RAM,27032.0,N,23050.0,27794.0,0.0,84.0,RENT,132,384.41,2.0,1.2058,INDIRECT,0.17026,N,N
5266,Declined,GATEWAY,625,333,Employed,12,2000.0,25.0,300.0,325.0,5,HONDA,32349.0,N,15025.0,16095.0,0.0,72.0,LIVEWITHPARENTS,144,299.29,2.0,1.0712,INDIRECT,0.1625,N,N
5270,Declined,GATEWAY,614,305,Retired,0,10249.67,2905.0,0.0,3205.0,4,RAM,13796.0,N,39375.0,39749.0,1000.0,72.0,OWN,35,723.13,9.0,1.0094,INDIRECT,0.31269,N,Y
5274,Approved,GATEWAY,820,484,Employed,108,6600.0,556.0,0.0,1056.0,2,JEEP,42.0,Y,25465.0,14794.0,10000.0,72.0,BUYING,264,220.75,4.0,0.5809,INDIRECT,0.16,N,Y
5278,Declined,GATEWAY,730,359,Employed,37,4099.33,238.0,300.0,538.0,3,KIA,15.0,Y,18770.0,25476.0,0.0,84.0,RENT,120,303.29,0.0,1.3572,INDIRECT,0.13124,N,N
5279,Declined,GATEWAY,660,178,Employed,36,4750.0,1750.0,0.0,1750.0,3,GMC,29.0,Y,35625.0,41801.0,500.0,75.0,RENT,12,680.5,2.0,1.1733,INDIRECT,0.36842,N,N
5280,Declined,GATEWAY,667,301,Employed,1,6499.0,1243.0,0.0,1243.0,3,MAZDA,24.0,Y,27495.0,25998.0,3100.0,84.0,OWN,408,309.5,6.0,0.9455,INDIRECT,0.19126,N,Y
5282,Declined,GATEWAY,660,374,Employed,10,2000.0,42.0,300.0,342.0,3,KIA,40081.0,N,13700.0,13073.0,1000.0,72.0,LIVEWITHPARENTS,18,181.57,2.0,0.9542,INDIRECT,0.171,N,N
5283,Approved,GATEWAY,715,307,Employed,29,2625.0,60.0,300.0,360.0,3,HYUNDAI,21.0,Y,17385.0,20491.0,1000.0,84.0,RENT,22,284.91,2.0,1.1786,CAR SALE,0.13714,N,N
5284,Approved,GATEWAY,773,419,Employed,159,5666.67,138.0,600.0,738.0,3,NISSAN,7.0,Y,24275.0,16295.0,6000.0,75.0,RENT,37,241.01,5.0,0.6712,CAR SALE,0.13024,N,Y
5285,Approved,GATEWAY,717,370,Employed,24,2196.0,449.0,0.0,449.0,7,FORD,54527.0,N,13075.0,14137.0,0.0,72.0,OTHER,276,218.21,0.0,1.0812,INDIRECT,0.20446,Y,N
5287,Declined,GATEWAY,788,350,Employed,36,6541.67,1874.0,0.0,2274.0,6,NISSAN,34129.0,N,21025.0,22503.0,500.0,72.0,BUYING,240,357.92,8.0,1.0702,INDIRECT,0.34762,N,Y
5291,Approved,LENDER,606,161,Employed,336,3900.0,816.0,0.0,816.0,8,TOYOTA,29963.0,N,16125.0,14162.0,0.0,75.0,OWN,264,283.07,11.0,0.8782,REFINANCE-PROMO,0.20923,Y,N
5293,Declined,GATEWAY,626,100,Employed,288,4583.33,1528.0,0.0,1528.0,1,NISSAN,15.0,Y,26930.0,27599.0,0.0,72.0,BUYING,144,383.32,17.0,1.0248,CAR SALE,0.33338,N,N
5295,Declined,GATEWAY,710,433,Employed,48,4333.0,20.0,0.0,20.0,7,MITSUBISHI,56667.0,N,7675.0,8296.0,1000.0,60.0,RENT,36,138.27,1.0,1.0809,INDIRECT,0.00462,N,N
5300,Approved,GATEWAY,620,165,Employed,4,3750.0,745.25,300.0,1045.25,4,FORD,12931.0,N,22875.0,21914.0,1000.0,75.0,OTHER,4,401.22,11.0,0.9579,INDIRECT,0.27873,N,N
5305,Approved,GATEWAY,828,342,Employed,308,8140.0,1579.0,0.0,1579.0,2,HONDA,28.0,Y,29295.0,27851.0,0.0,72.0,BUYING,18,462.71,16.0,0.9507,INDIRECT,0.19398,N,N
5306,Approved,GATEWAY,747,415,Employed,30,2483.33,100.0,300.0,400.0,5,NISSAN,22746.0,N,21100.0,20689.0,3000.0,84.0,LIVEWITHPARENTS,24,340.94,5.0,0.9805,CAR SALE,0.16107,N,N
5307,Approved,GATEWAY,720,124,Others,0,9500.0,2528.0,0.0,2528.0,3,RAM,25.0,Y,51285.0,50923.0,0.0,84.0,BUYING,12,759.21,7.0,0.9929,INDIRECT,0.26611,N,N
5312,Approved,GATEWAY,752,414,Employed,36,3500.0,35.0,850.0,885.0,9,BUICK,66336.0,N,17700.0,13305.0,4000.0,75.0,RENT,12,256.48,1.0,0.7516,INDIRECT,0.25286,N,N
5316,Approved,LENDER,666,323,Employed,24,2340.0,0.0,300.0,300.0,8,CHEVROLET,75043.0,N,14475.0,14000.0,0.0,48.0,RENT,26,330.15,1.0,0.9671,REFINANCE-PROMO,0.12821,N,N
5319,Approved,LENDER,661,359,Employed,192,2426.67,277.25,300.0,577.25,4,UNDECIDED,0.0,Y,20902.6956131264,20000.0,0.0,66.0,LIVEWITHPARENTS,120,353.8,4.0,0.9986677530706456,DEALER PURCHASE,0.23788,Y,N
5321,Approved,GATEWAY,613,303,Employed,36,5416.67,115.0,300.0,415.0,1,MAZDA,41.0,Y,38385.0,41445.0,0.0,75.0,RENT,36,469.58,2.0,1.0797,INDIRECT,0.07662,Y,N
5322,Approved,LENDER,689,318,Retired,101,3449.33,532.0,450.0,982.0,2,BUICK,4500.0,N,20625.0,25000.0,0.0,84.0,RENT,162,338.86,8.0,1.2121,DEALER PURCHASE,0.23932,Y,N
5327,Declined,GATEWAY,722,452,Employed,2,2800.0,0.0,300.0,300.0,3,MAZDA,41.0,Y,24785.0,20202.0,3000.0,75.0,OTHER,36,269.36,2.0,0.815,INDIRECT,0.10714,N,N
5330,Declined,GATEWAY,656,325,Employed,36,5417.0,1754.42,0.0,1754.42,2,FORD,6.0,Y,49925.0,43395.0,0.0,72.0,BUYING,36,741.68,5.0,0.8692,INDIRECT,0.32387,N,N
5332,Approved,GATEWAY,825,376,Retired,29,4000.0,930.0,0.0,930.0,1,DODGE,75.0,Y,30325.0,28955.0,2000.0,84.0,BUYING,30,410.06,11.0,0.9548,INDIRECT,0.2325,N,N
5336,Approved,GATEWAY,789,424,Employed,48,6066.67,1358.0,0.0,1358.0,2,RAM,23.0,Y,39555.0,28487.0,5000.0,72.0,BUYING,288,426.23,2.0,0.7201,INDIRECT,0.22385,N,N
5339,Approved,GATEWAY,659,363,Others,1,2600.0,25.0,300.0,325.0,3,MAZDA,47371.0,N,14175.0,15550.0,500.0,75.0,LIVEWITHPARENTS,17,265.33,2.0,1.097,INDIRECT,0.125,N,N
5340,Approved,LENDER,711,311,Employed,277,3263.87,423.0,550.0,973.0,0,UNDECIDED,0.0,Y,20902.6956131264,22000.0,0.0,72.0,RENT,8,361.53,8.0,0.9986677530706456,DEALER PURCHASE,0.29811,Y,N
5341,Declined,GATEWAY,727,450,Employed,12,5750.0033,962.0,0.0,962.0,3,NISSAN,30139.0,N,17350.0,18548.0,1000.0,72.0,BUYING,12,325.35,13.0,1.069,INDIRECT,0.1673,N,Y
5343,Approved,LENDER,786,403,Others,48,3750.0,27.0,300.0,327.0,0,UNDECIDED,0.0,N,20902.6956131264,22000.0,0.0,75.0,RENT,120,346.31,3.0,0.9986677530706456,DEALER PURCHASE,0.0872,N,N
5344,Declined,CONSUMER,543,347,Employed,12,2700.0,1628.0,0.0,1628.0,4,UNDECIDED,0.0,Y,14000.0,12000.0,2000.0,60.0,LIVEWITHPARENTS,235,290.47,10.0,0.8571,DEALER PURCHASE,0.60296,Y,Y
5345,Approved,GATEWAY,665,311,Employed,48,4100.0,988.0,0.0,988.0,1,TOYOTA,10.0,Y,21440.0,26097.0,500.0,72.0,BUYING,1,454.29,3.0,1.2172,INDIRECT,0.24098,N,N
5348,Declined,GATEWAY,681,46,Employed,276,10166.67,4441.0,0.0,4441.0,5,NISSAN,15878.0,N,14500.0,17183.0,1000.0,75.0,BUYING,240,266.12,15.0,1.185,INDIRECT,0.43682,N,N
5349,Approved,LENDER,652,321,Employed,42,7500.0,692.0,650.0,1342.0,5,NISSAN,24507.0,N,25425.0,27000.0,0.0,72.0,RENT,24,422.75,4.0,1.0619,DEALER PURCHASE,0.17893,N,N
5351,Approved,LENDER,720,189,Retired,24,6922.0,3031.54,0.0,3031.54,8,MITSUBISHI,39655.0,N,15800.0,14762.68,0.0,36.0,BUYING,0,436.75,4.0,0.9343,REFINANCE-PROMO,0.35037,Y,N
5353,Declined,GATEWAY,599,154,Employed,6,7700.0,1155.0,1475.0,2630.0,3,TOYOTA,10.0,Y,41450.0,40895.0,0.0,72.0,RENT,9,892.41,3.0,0.9866,INDIRECT,0.34156,N,N
5355,Declined,GATEWAY,648,351,Employed,34,5341.67,490.0,0.0,490.0,8,JEEP,61834.0,N,19700.0,20951.0,0.0,72.0,LIVEWITHPARENTS,180,290.99,4.0,1.0635,INDIRECT,0.09173,N,Y
5356,Approved,GATEWAY,722,347,Employed,3,3690.0,820.0,350.0,1470.0,4,NISSAN,39061.0,N,11375.0,10884.0,2000.0,72.0,RENT,1,174.88,1.0,0.9568,INDIRECT,0.39837,N,Y
5357,Declined,GATEWAY,0,386,Employed,10,2900.0,0.0,300.0,300.0,6,NISSAN,37539.0,N,15300.0,13712.0,1500.0,75.0,RENT,48,284.42,0.0,0.8962,INDIRECT,0.10345,N,N
5361,Declined,GATEWAY,628,108,Employed,19,3281.0,907.0,600.0,1507.0,5,NISSAN,93325.0,N,8600.0,10566.0,1500.0,72.0,RENT,326,40.21,8.0,1.2286,INDIRECT,0.45931,N,N
5364,Approved,LENDER,783,339,Employed,192,9166.67,2380.26,0.0,2380.26,0,UNDECIDED,0.0,N,21375.0,22000.0,0.0,48.0,BUYING,240,486.71,2.0,1.0292,REFINANCE-PROMO,0.25966,Y,N
5365,Declined,GATEWAY,479,334,Employed,24,2000.0,744.0,0.0,744.0,7,TOYOTA,42133.0,N,13975.0,14395.0,2000.0,72.0,LIVEWITHPARENTS,36,199.94,1.0,1.03,INDIRECT,0.372,N,N
5369,Declined,GATEWAY,678,166,Employed,112,5867.0,3042.0,0.0,3042.0,4,FORD,25.0,Y,42530.0,41142.0,0.0,72.0,BUYING,4,635.1,17.0,0.9673,INDIRECT,0.51849,N,Y
5371,Declined,GATEWAY,690,366,Employed,24,3900.0,2583.08,890.0,3473.08,5,VOLKSWAGEN,28181.0,N,12575.0,15165.0,0.0,72.0,RENT,12,242.24,4.0,1.2059,INDIRECT,0.89053,N,N
5373,Declined,GATEWAY,572,150,Employed,4,3668.33,839.0,495.0,1334.0,2,HYUNDAI,10.0,Y,20955.0,26606.0,1300.0,75.0,RENT,2,354.75,7.0,1.2696,CAR SALE,0.36365,N,N
5377,Declined,GATEWAY,605,143,Employed,36,5250.0,1503.0,0.0,1503.0,3,TOYOTA,10.0,Y,20870.0,26495.0,1000.0,75.0,BUYING,48,353.27,7.0,1.2695,INDIRECT,0.28629,N,N
5381,Approved,GATEWAY,718,333,Employed,48,3166.67,78.0,300.0,378.0,4,NISSAN,40375.0,N,13200.0,14591.0,0.0,75.0,LIVEWITHPARENTS,36,240.6,2.0,1.1053,CAR SALE,0.11937,N,N
5382,Declined,GATEWAY,849,492,Retired,216,6500.0,586.0,0.0,586.0,4,OTHERS,20506.0,N,22425.0,25823.0,0.0,72.0,OWN,216,391.68,10.0,1.1515,INDIRECT,0.09015,N,Y
5383,Declined,GATEWAY,720,452,Employed,1,4308.33,1444.0,300.0,1744.0,3,KIA,35567.0,N,22700.0,23980.0,500.0,72.0,LIVEWITHPARENTS,120,333.06,7.0,1.0563,INDIRECT,0.4048,N,Y
5386,Declined,GATEWAY,683,321,Employed,180,7916.67,1096.0,0.0,1396.0,2,HYUNDAI,12.0,Y,28325.0,28067.0,1500.0,75.0,OWN,29,374.23,4.0,0.9908,CAR SALE,0.17634,N,Y
5387,Declined,CONSUMER,588,186,Employed,15,3000.0,381.0,0.0,381.0,14,BMW,62000.0,N,30000.0,30000.0,0.0,84.0,LIVEWITHPARENTS,101,357.15,0.0,1.0,REFINANCE,0.127,N,N
5388,Declined,GATEWAY,717,397,Employed,18,2916.0,60.0,300.0,360.0,5,HYUNDAI,37351.0,N,13575.0,13499.0,0.0,72.0,LIVEWITHPARENTS,27,215.62,2.0,0.9944,INDIRECT,0.12346,N,N
5390,Declined,GATEWAY,707,333,Retired,120,5709.0,1050.0,0.0,1050.0,2,FORD,8.0,Y,26545.0,24564.0,1000.0,72.0,OWN,360,361.56,6.0,0.9253,INDIRECT,0.18392,N,Y
5394,Approved,GATEWAY,841,370,Retired,120,9666.67,3305.0,0.0,3305.0,3,CHEVROLET,20.0,Y,52135.0,36745.0,0.0,84.0,BUYING,8,484.23,8.0,0.7048,INDIRECT,0.3419,N,Y
5396,Declined,LENDER,595,359,Employed,36,3583.33,476.0,500.0,976.0,0,UNDECIDED,0.0,Y,20902.6956131264,20000.0,0.0,66.0,RENT,48,401.41,2.0,0.9986677530706456,DEALER PURCHASE,0.27237,Y,N
5399,Approved,CONSUMER,703,348,Employed,48,1906.67,364.61,300.0,664.61,5,TOYOTA,37037.0,N,12500.0,13205.32,1000.0,66.0,LIVEWITHPARENTS,240,226.21,2.0,1.0564,DEALER PURCHASE,0.34857,Y,N
5402,Approved,GATEWAY,820,347,Others,24,5583.0,238.0,400.0,638.0,2,MAZDA,13479.0,N,25875.0,24250.0,1000.0,72.0,LIVEWITHPARENTS,18,388.34,2.0,0.9371,INDIRECT,0.11428,N,N
5403,Approved,LENDER,725,307,Employed,12,2000.0,119.0,300.0,419.0,5,FORD,36000.0,N,20675.0,15741.74,0.0,66.0,LIVEWITHPARENTS,192,265.58,2.0,0.7613,REFINANCE-PROMO,0.2095,Y,N
5404,Declined,GATEWAY,616,76,Others,24,6583.33,1325.0,300.0,1625.0,1,TOYOTA,8.0,Y,28209.0,32498.0,1500.0,72.0,LIVEWITHPARENTS,24,628.26,5.0,1.152,INDIRECT,0.24684,N,N
